  -2.1580967349991305e+00	   2.3978852611101456e-01	   2.3978852611101459e-01	   2.3978852611101462e-01	   2.3978852611101462e-01	   2.3978852611101462e-01	   2.3978852611101462e-01	   2.3978852611101462e-01	   2.3978852611101467e-01	   2.3978852611101475e-01	
   2.3978852611101456e-01	  -2.1580967349991305e+00	   2.3978852611101462e-01	   2.3978852611101462e-01	   2.3978852611101462e-01	   2.3978852611101462e-01	   2.3978852611101470e-01	   2.3978852611101462e-01	   2.3978852611101467e-01	   2.3978852611101470e-01	
   2.3978852611101459e-01	   2.3978852611101462e-01	  -2.1580967349991309e+00	   2.3978852611101462e-01	   2.3978852611101462e-01	   2.3978852611101464e-01	   2.3978852611101470e-01	   2.3978852611101473e-01	   2.3978852611101473e-01	   2.3978852611101475e-01	
   2.3978852611101462e-01	   2.3978852611101462e-01	   2.3978852611101462e-01	  -2.1580967349991318e+00	   2.3978852611101464e-01	   2.3978852611101467e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	
   2.3978852611101464e-01	   2.3978852611101464e-01	   2.3978852611101462e-01	   2.3978852611101464e-01	  -2.1580967349991318e+00	   2.3978852611101464e-01	   2.3978852611101473e-01	   2.3978852611101473e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	
   2.3978852611101467e-01	   2.3978852611101467e-01	   2.3978852611101462e-01	   2.3978852611101464e-01	   2.3978852611101462e-01	  -2.1580967349991318e+00	   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	
   2.3978852611101473e-01	   2.3978852611101473e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101470e-01	   2.3978852611101475e-01	  -2.1580967349991318e+00	   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101478e-01	
   2.3978852611101470e-01	   2.3978852611101473e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101470e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	  -2.1580967349991318e+00	   2.3978852611101475e-01	   2.3978852611101475e-01	
   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101478e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	  -2.1580967349991322e+00	   2.3978852611101475e-01	
   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101478e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	   2.3978852611101475e-01	  -2.1580967349991322e+00	
